drug,protein,ensp_id,sig_id
CHEMBL282290,Q9UI32,ENSP00000310447,REP.A008_A375_24H:O13
CHEMBL109405,Q9UI32,ENSP00000310447,REP.A026_HA1E_24H:A07
CHEMBL571610,Q9UI32,ENSP00000310447,LPROT002_A375_6H:L17
CHEMBL144493,Q9UI32,ENSP00000310447,REP.A007_YAPC_24H:C01
CHEMBL144493,Q9UI32,ENSP00000310447,REP.A005_HA1E_24H:F13
CHEMBL245548,Q9UI32,ENSP00000310447,REP.A025_YAPC_24H:F19
CHEMBL3589665,Q9UI32,ENSP00000310447,REP.A019_MCF7_24H:J01
CHEMBL115600,Q9UI32,ENSP00000310447,REP.A008_HA1E_24H:F01
CHEMBL288447,Q9UI32,ENSP00000310447,LJP008_A549_24H:D19
CHEMBL3133821,Q9UI32,ENSP00000310447,REP.A028_MCF7_24H:N07
CHEMBL308829,Q9UI32,ENSP00000310447,REP.A008_HT29_24H:O13
CHEMBL109517,Q9UI32,ENSP00000310447,REP.A006_HT29_24H:H07
CHEMBL62858,Q9UI32,ENSP00000310447,REP.A019_PC3_24H:D13
CHEMBL385514,Q9UI32,ENSP00000310447,REP.A005_YAPC_24H:F13
CHEMBL319037,Q9UI32,ENSP00000310447,REP.A018_HT29_24H:O19
CHEMBL384364,Q9UI32,ENSP00000310447,REP.A003_HT29_24H:K13
CHEMBL372020,Q9UI32,ENSP00000310447,REP.A026_PC3_24H:A07
CHEMBL193726,Q9UI32,ENSP00000310447,LJP005_HT29_24H:P01
CHEMBL322348,Q9UI32,ENSP00000310447,REP.A008_MCF7_24H:F01
CHEMBL182557,Q9UI32,ENSP00000310447,REP.A027_PC3_24H:G19
CHEMBL109517,Q9UI32,ENSP00000310447,REP.A006_MCF7_24H:H07
CHEMBL12108,Q9UI32,ENSP00000310447,REP.A021_A375_24H:D07
CHEMBL42557,Q9UI32,ENSP00000310447,LPROT001_A375_6H:F23
CHEMBL193726,Q9UI32,ENSP00000310447,LJP005_SKBR3_24H:P01
CHEMBL213457,Q9UI32,ENSP00000310447,REP.A001_HA1E_24H:H19
CHEMBL214903,Q9UI32,ENSP00000310447,REP.A003_YAPC_24H:M01
CHEMBL102010,Q9UI32,ENSP00000310447,REP.A020_HT29_24H:A13
CHEMBL128184,Q9UI32,ENSP00000310447,REP.A006_YAPC_24H:H07
CHEMBL3259917,Q9UI32,ENSP00000310447,REP.A027_YAPC_24H:N07
CHEMBL3286556,Q9UI32,ENSP00000310447,LJP008_NPC.CAS9_24H:L19
CHEMBL145081,Q9UI32,ENSP00000310447,REP.A027_A375_24H:N07
CHEMBL495232,Q9UI32,ENSP00000310447,REP.A003_HT29_24H:J19
CHEMBL934,Q9UI32,ENSP00000310447,REP.A006_MCF7_24H:D01
CHEMBL223836,Q9UI32,ENSP00000310447,REP.A016_A375_24H:D07
CHEMBL288447,Q9UI32,ENSP00000310447,LJP008_HME1_24H:D19
CHEMBL144493,Q9UI32,ENSP00000310447,REP.A014_HA1E_24H:P01
CHEMBL3402680,Q9UI32,ENSP00000310447,REP.A023_HT29_24H:B13
CHEMBL109517,Q9UI32,ENSP00000310447,REP.A006_HA1E_24H:H07
CHEMBL299026,Q9UI32,ENSP00000310447,REP.A006_MCF7_24H:C01
CHEMBL264349,Q9UI32,ENSP00000310447,REP.A005_A375_24H:F13
CHEMBL3425950,Q9UI32,ENSP00000310447,REP.A001_HELA_24H:M13
CHEMBL144493,Q9UI32,ENSP00000310447,REP.A007_PC3_24H:C01
CHEMBL214291,Q9UI32,ENSP00000310447,REP.A005_HA1E_24H:F13
CHEMBL9298CHEMBL468419,Q9UI32,ENSP00000310447,LJP008_HA1E_24H:M07
CHEMBL109405,Q9UI32,ENSP00000310447,REP.A007_A375_24H:C01
CHEMBL213457,Q9UI32,ENSP00000310447,REP.A005_HT29_24H:F13
CHEMBL351483,Q9UI32,ENSP00000310447,REP.A001_A375_24H:B13
CHEMBL3604843,Q9UI32,ENSP00000310447,REP.A006_HELA_24H:H07
CHEMBL3286556,Q9UI32,ENSP00000310447,LPROT001_MCF7_6H:G15
CHEMBL435814,Q9UI32,ENSP00000310447,LJP007_NPC.TAK_24H:K19
CHEMBL213481,Q9UI32,ENSP00000310447,REP.A027_PC3_24H:D07
CHEMBL392690,Q9UI32,ENSP00000310447,LPROT001_NPC.TAK_6H:G24
CHEMBL424269,Q9UI32,ENSP00000310447,REP.A018_MCF7_24H:G07
CHEMBL208978,Q9UI32,ENSP00000310447,REP.A018_HA1E_24H:F19
CHEMBL3589665,Q9UI32,ENSP00000310447,LJP009_A375_24H:I01
CHEMBL3425950,Q9UI32,ENSP00000310447,REP.A001_MCF7_24H:M13
CHEMBL59836,Q9UI32,ENSP00000310447,REP.A027_YAPC_24H:N07
CHEMBL201472,Q9UI32,ENSP00000310447,REP.A026_HT29_24H:A07
CHEMBL3594232,Q9UI32,ENSP00000310447,REP.A003_HT29_24H:M19
CHEMBL42557,Q9UI32,ENSP00000310447,LJP008_HME1_24H:D19
CHEMBL211358,Q9UI32,ENSP00000310447,REP.A005_YAPC_24H:F13
CHEMBL383873,Q9UI32,ENSP00000310447,REP.A012_A375_24H:P01
CHEMBL209803,Q9UI32,ENSP00000310447,REP.A018_MCF7_24H:F19
CHEMBL128184,Q9UI32,ENSP00000310447,REP.A018_MCF7_24H:E13
CHEMBL207794,Q9UI32,ENSP00000310447,REP.A002_MCF7_24H:G01
CHEMBL222130,Q9UI32,ENSP00000310447,REP.A009_A375_24H:B13
CHEMBL3628365,Q9UI32,ENSP00000310447,LJP008_NPC.TAK_24H:O07
CHEMBL3628365,Q9UI32,ENSP00000310447,LJP008_NPC_24H:O07
CHEMBL356505,Q9UI32,ENSP00000310447,REP.A018_HA1E_24H:F19
CHEMBL44,Q9UI32,ENSP00000310447,REP.A023_MCF7_24H:H19
CHEMBL322348,Q9UI32,ENSP00000310447,REP.A015_PC3_24H:L07
CHEMBL320906,Q9UI32,ENSP00000310447,REP.A024_HT29_24H:E19
CHEMBL109517,Q9UI32,ENSP00000310447,REP.A018_MCF7_24H:E13
CHEMBL172124,Q9UI32,ENSP00000310447,REP.A011_HA1E_24H:E07
CHEMBL392464,Q9UI32,ENSP00000310447,REP.A028_HT29_24H:I19
CHEMBL201472,Q9UI32,ENSP00000310447,REP.A026_HELA_24H:A07
CHEMBL252539,Q9UI32,ENSP00000310447,REP.A003_YAPC_24H:K13
CHEMBL319037,Q9UI32,ENSP00000310447,REP.A024_PC3_24H:E19
CHEMBL3604499,Q9UI32,ENSP00000310447,LJP007_HUVEC_24H:E01
CHEMBL385358,Q9UI32,ENSP00000310447,REP.A005_PC3_24H:F13
CHEMBL42557,Q9UI32,ENSP00000310447,REP.A025_A375_24H:H07
CHEMBL3357657,Q9UI32,ENSP00000310447,REP.A006_HELA_24H:P01
CHEMBL3238095,Q9UI32,ENSP00000310447,REP.A025_HELA_24H:B07
CHEMBL144493,Q9UI32,ENSP00000310447,REP.A027_MCF7_24H:N07
CHEMBL476312,Q9UI32,ENSP00000310447,LJP007_SKL_24H:B13
CHEMBL27769,Q9UI32,ENSP00000310447,REP.A023_HT29_24H:I01
CHEMBL388956,Q9UI32,ENSP00000310447,REP.A005_HA1E_24H:F01
CHEMBL476312,Q9UI32,ENSP00000310447,LJP007_A375_24H:B13
CHEMBL310867,Q9UI32,ENSP00000310447,REP.A014_MCF7_24H:I07
CHEMBL223836,Q9UI32,ENSP00000310447,REP.A016_YAPC_24H:D07
CHEMBL44,Q9UI32,ENSP00000310447,REP.A017_HA1E_24H:C13
CHEMBL358527,Q9UI32,ENSP00000310447,REP.A019_HELA_24H:L19
CHEMBL207794,Q9UI32,ENSP00000310447,REP.A002_YAPC_24H:G01
CHEMBL21156,Q9UI32,ENSP00000310447,REP.A023_YAPC_24H:G01
CHEMBL211210,Q9UI32,ENSP00000310447,REP.A006_YAPC_24H:B07
CHEMBL294226,Q9UI32,ENSP00000310447,REP.A011_HELA_24H:I19
CHEMBL213457,Q9UI32,ENSP00000310447,REP.A027_PC3_24H:N07
CHEMBL21156,Q9UI32,ENSP00000310447,REP.A014_HT29_24H:N13
CHEMBL571610,Q9UI32,ENSP00000310447,LPROT003_PC3_6H:K13
CHEMBL3330410,Q9UI32,ENSP00000310447,REP.A019_MCF7_24H:M07
CHEMBL89241,Q9UI32,ENSP00000310447,REP.A027_HT29_24H:H13
CHEMBL506033,Q9UI32,ENSP00000310447,REP.A008_HT29_24H:F01
CHEMBL70,Q9UI32,ENSP00000310447,REP.A001_MCF7_24H:C01
CHEMBL322348,Q9UI32,ENSP00000310447,REP.A008_A375_24H:F01
CHEMBL409026,Q9UI32,ENSP00000310447,REP.A009_MCF7_24H:P13
CHEMBL332178,Q9UI32,ENSP00000310447,REP.A003_A375_24H:M07
CHEMBL474205,Q9UI32,ENSP00000310447,REP.A003_YAPC_24H:B07
CHEMBL75188,Q9UI32,ENSP00000310447,REP.A006_HT29_24H:C01
CHEMBL209803,Q9UI32,ENSP00000310447,REP.A018_A375_24H:F19
CHEMBL44312,Q9UI32,ENSP00000310447,LJP008_HT29_24H:D19
CHEMBL62858,Q9UI32,ENSP00000310447,REP.A019_YAPC_24H:D13
CHEMBL42557,Q9UI32,ENSP00000310447,LJP008_PC3_24H:D19
CHEMBL3604497,Q9UI32,ENSP00000310447,REP.A022_YAPC_24H:I07
CHEMBL144493,Q9UI32,ENSP00000310447,REP.A027_HT29_24H:N07
CHEMBL3325745,Q9UI32,ENSP00000310447,REP.A027_HA1E_24H:L13
CHEMBL142153,Q9UI32,ENSP00000310447,REP.A002_HELA_24H:D01
CHEMBL44312,Q9UI32,ENSP00000310447,LPROT001_NPC.TAK_6H:E20
CHEMBL9298CHEMBL468419,Q9UI32,ENSP00000310447,LJP008_A549_24H:M07
CHEMBL3604842,Q9UI32,ENSP00000310447,REP.A015_A375_24H:L07
CHEMBL378536,Q9UI32,ENSP00000310447,REP.A012_PC3_24H:P01
CHEMBL59836,Q9UI32,ENSP00000310447,REP.A001_A375_24H:H19
CHEMBL147611,Q9UI32,ENSP00000310447,REP.A018_PC3_24H:F19
CHEMBL394614,Q9UI32,ENSP00000310447,REP.A008_PC3_24H:I01
CHEMBL3604499,Q9UI32,ENSP00000310447,LJP007_HT29_24H:E01
CHEMBL3589663,Q9UI32,ENSP00000310447,REP.A019_MCF7_24H:J01
CHEMBL517866,Q9UI32,ENSP00000310447,REP.A008_HELA_24H:H19
CHEMBL502078,Q9UI32,ENSP00000310447,REP.A021_MCF7_24H:K19
CHEMBL256154,Q9UI32,ENSP00000310447,LJP005_A549_24H:J01
CHEMBL213538,Q9UI32,ENSP00000310447,LJP008_SKL_24H:J07
CHEMBL382277,Q9UI32,ENSP00000310447,REP.A008_HT29_24H:F01
CHEMBL3357657,Q9UI32,ENSP00000310447,LJP006_A375_24H:B07
CHEMBL205205,Q9UI32,ENSP00000310447,REP.A007_YAPC_24H:J01
CHEMBL506033,Q9UI32,ENSP00000310447,REP.A018_MCF7_24H:E13
CHEMBL202696,Q9UI32,ENSP00000310447,REP.A004_HA1E_24H:O13
CHEMBL400236,Q9UI32,ENSP00000310447,REP.A008_PC3_24H:O07
CHEMBL3628365,Q9UI32,ENSP00000310447,LJP008_HCC515_24H:O07
CHEMBL109405,Q9UI32,ENSP00000310447,REP.A027_HT29_24H:N07
CHEMBL3600689,Q9UI32,ENSP00000310447,REP.A005_PC3_24H:F01
CHEMBL220587,Q9UI32,ENSP00000310447,REP.A009_HELA_24H:B13
CHEMBL285342,Q9UI32,ENSP00000310447,REP.A008_YAPC_24H:B19
CHEMBL301618,Q9UI32,ENSP00000310447,REP.A021_PC3_24H:F13
CHEMBL206697,Q9UI32,ENSP00000310447,REP.A022_HT29_24H:N01
CHEMBL319037,Q9UI32,ENSP00000310447,REP.A014_A375_24H:N13
CHEMBL3604499,Q9UI32,ENSP00000310447,LJP007_NPC.CAS9_24H:E01
CHEMBL506033,Q9UI32,ENSP00000310447,REP.A006_MCF7_24H:H07
CHEMBL384403,Q9UI32,ENSP00000310447,REP.A004_HT29_24H:O13
CHEMBL385358,Q9UI32,ENSP00000310447,REP.A027_HA1E_24H:N07
CHEMBL419471,Q9UI32,ENSP00000310447,REP.A023_HA1E_24H:D13
CHEMBL246874,Q9UI32,ENSP00000310447,REP.A018_YAPC_24H:F19
CHEMBL109405,Q9UI32,ENSP00000310447,REP.A014_A375_24H:P01
CHEMBL299026,Q9UI32,ENSP00000310447,REP.A006_A375_24H:C01
CHEMBL144493,Q9UI32,ENSP00000310447,REP.A026_YAPC_24H:A07
CHEMBL332178,Q9UI32,ENSP00000310447,REP.A003_PC3_24H:M07
CHEMBL223836,Q9UI32,ENSP00000310447,REP.A016_HT29_24H:D07
CHEMBL3286556,Q9UI32,ENSP00000310447,LPROT001_PC3_6H:H16
CHEMBL502979,Q9UI32,ENSP00000310447,REP.A003_PC3_24H:B07
CHEMBL400236,Q9UI32,ENSP00000310447,REP.A006_A375_24H:P13
CHEMBL206380,Q9UI32,ENSP00000310447,REP.A018_A375_24H:O19
CHEMBL214291,Q9UI32,ENSP00000310447,REP.A027_HELA_24H:N07
CHEMBL102010,Q9UI32,ENSP00000310447,REP.A020_HA1E_24H:A13
CHEMBL297428,Q9UI32,ENSP00000310447,REP.A016_MCF7_24H:D01
CHEMBL223836,Q9UI32,ENSP00000310447,REP.A016_PC3_24H:D07
CHEMBL102010,Q9UI32,ENSP00000310447,REP.A020_YAPC_24H:A13
CHEMBL476312,Q9UI32,ENSP00000310447,REP.A003_YAPC_24H:H13
CHEMBL109517,Q9UI32,ENSP00000310447,REP.A018_HELA_24H:E13
CHEMBL3286556,Q9UI32,ENSP00000310447,LPROT002_A549_6H:G17
CHEMBL409026,Q9UI32,ENSP00000310447,REP.A009_A375_24H:P13
CHEMBL61038,Q9UI32,ENSP00000310447,REP.A002_PC3_24H:P07
CHEMBL403033,Q9UI32,ENSP00000310447,REP.A012_PC3_24H:A19
CHEMBL135,Q9UI32,ENSP00000310447,REP.A005_MCF7_24H:F13
CHEMBL202696,Q9UI32,ENSP00000310447,REP.A004_PC3_24H:O13
CHEMBL3604843,Q9UI32,ENSP00000310447,REP.A006_MCF7_24H:H07
CHEMBL206380,Q9UI32,ENSP00000310447,REP.A018_MCF7_24H:O19
CHEMBL308829,Q9UI32,ENSP00000310447,REP.A013_MCF7_24H:D07
CHEMBL246874,Q9UI32,ENSP00000310447,REP.A018_HA1E_24H:F19
CHEMBL3286556,Q9UI32,ENSP00000310447,LPROT001_MCF7_6H:G17
CHEMBL373535,Q9UI32,ENSP00000310447,REP.A024_HA1E_24H:E07
CHEMBL3357657,Q9UI32,ENSP00000310447,LJP006_PC3_24H:B07
CHEMBL372020,Q9UI32,ENSP00000310447,REP.A005_YAPC_24H:F13
CHEMBL435814,Q9UI32,ENSP00000310447,REP.A007_HA1E_24H:A19
CHEMBL502979,Q9UI32,ENSP00000310447,REP.A003_A375_24H:B07
CHEMBL146359,Q9UI32,ENSP00000310447,REP.A018_HA1E_24H:F19
CHEMBL250483,Q9UI32,ENSP00000310447,REP.A011_PC3_24H:M13
CHEMBL382277,Q9UI32,ENSP00000310447,REP.A008_HELA_24H:F01
CHEMBL264349,Q9UI32,ENSP00000310447,REP.A027_PC3_24H:N07
CHEMBL561209,Q9UI32,ENSP00000310447,REP.A004_HELA_24H:F13
CHEMBL319037,Q9UI32,ENSP00000310447,REP.A014_YAPC_24H:N13
CHEMBL59532,Q9UI32,ENSP00000310447,REP.A018_HELA_24H:N01
CHEMBL209803,Q9UI32,ENSP00000310447,REP.A018_HT29_24H:F19
CHEMBL216736,Q9UI32,ENSP00000310447,REP.A027_A375_24H:L01
CHEMBL293649,Q9UI32,ENSP00000310447,REP.A019_PC3_24H:D13
CHEMBL302684,Q9UI32,ENSP00000310447,LJP009_MCF7_24H:F19
CHEMBL21156,Q9UI32,ENSP00000310447,REP.A010_HA1E_24H:M01
CHEMBL654,Q9UI32,ENSP00000310447,REP.A003_MCF7_24H:M19
CHEMBL199766,Q9UI32,ENSP00000310447,REP.A023_PC3_24H:H19
CHEMBL3589663,Q9UI32,ENSP00000310447,REP.A019_HELA_24H:J01
CHEMBL201472,Q9UI32,ENSP00000310447,REP.A026_A375_24H:A07
CHEMBL427208,Q9UI32,ENSP00000310447,REP.A027_PC3_24H:J07
CHEMBL382277,Q9UI32,ENSP00000310447,REP.A015_HA1E_24H:L07
CHEMBL435814,Q9UI32,ENSP00000310447,REP.A007_PC3_24H:A19
CHEMBL42557,Q9UI32,ENSP00000310447,LPROT001_MCF7_6H:E21
CHEMBL255312,Q9UI32,ENSP00000310447,REP.A011_HELA_24H:O07
CHEMBL517866,Q9UI32,ENSP00000310447,REP.A024_YAPC_24H:E19
CHEMBL3589662,Q9UI32,ENSP00000310447,REP.A019_HT29_24H:J01
CHEMBL109517,Q9UI32,ENSP00000310447,REP.A006_A375_24H:H07
CHEMBL128914,Q9UI32,ENSP00000310447,REP.A028_A375_24H:P01
CHEMBL506033,Q9UI32,ENSP00000310447,REP.A006_PC3_24H:H07
CHEMBL214903,Q9UI32,ENSP00000310447,REP.A003_HELA_24H:M01
CHEMBL59836,Q9UI32,ENSP00000310447,REP.A027_HA1E_24H:N07
CHEMBL3133821,Q9UI32,ENSP00000310447,REP.A025_MCF7_24H:B07
CHEMBL372020,Q9UI32,ENSP00000310447,REP.A001_MCF7_24H:H19
CHEMBL3357657,Q9UI32,ENSP00000310447,LJP006_HA1E_24H:B07
CHEMBL531,Q9UI32,ENSP00000310447,REP.A013_YAPC_24H:N01
CHEMBL950,Q9UI32,ENSP00000310447,REP.A013_HT29_24H:K13
CHEMBL349018,Q9UI32,ENSP00000310447,REP.A024_HT29_24H:H13
CHEMBL193726,Q9UI32,ENSP00000310447,LJP005_MCF7_3H:P01
CHEMBL109405,Q9UI32,ENSP00000310447,REP.A007_HT29_24H:C01
CHEMBL297428,Q9UI32,ENSP00000310447,REP.A016_HA1E_24H:D01
CHEMBL345458,Q9UI32,ENSP00000310447,REP.A013_PC3_24H:N01
CHEMBL435814,Q9UI32,ENSP00000310447,LJP007_MCF7_24H:K19
CHEMBL561209,Q9UI32,ENSP00000310447,REP.A004_PC3_24H:F13
CHEMBL302741,Q9UI32,ENSP00000310447,REP.A015_PC3_24H:L07
CHEMBL372020,Q9UI32,ENSP00000310447,REP.A027_HA1E_24H:N07
CHEMBL3604499,Q9UI32,ENSP00000310447,LJP007_NPC_24H:E01
CHEMBL3402680,Q9UI32,ENSP00000310447,REP.A023_A375_24H:B13
CHEMBL102010,Q9UI32,ENSP00000310447,REP.A020_PC3_24H:A13
CHEMBL42557,Q9UI32,ENSP00000310447,LJP008_ASC_24H:D19
CHEMBL419792,Q9UI32,ENSP00000310447,REP.A013_HELA_24H:N01
CHEMBL2349610,Q9UI32,ENSP00000310447,REP.A022_YAPC_24H:P13
CHEMBL409026,Q9UI32,ENSP00000310447,REP.A011_YAPC_24H:I19
CHEMBL254198,Q9UI32,ENSP00000310447,REP.A003_YAPC_24H:K13
CHEMBL214291,Q9UI32,ENSP00000310447,REP.A005_PC3_24H:F13
CHEMBL3604842,Q9UI32,ENSP00000310447,REP.A006_YAPC_24H:H07
CHEMBL27769,Q9UI32,ENSP00000310447,REP.A003_HELA_24H:M07
CHEMBL392690,Q9UI32,ENSP00000310447,LPROT001_A375_6H:H23
CHEMBL3286598,Q9UI32,ENSP00000310447,REP.A018_HELA_24H:C13
CHEMBL474205,Q9UI32,ENSP00000310447,REP.A003_PC3_24H:B07
CHEMBL214903,Q9UI32,ENSP00000310447,REP.A003_HA1E_24H:M01
CHEMBL382277,Q9UI32,ENSP00000310447,REP.A006_HT29_24H:H07
CHEMBL1214932,Q9UI32,ENSP00000310447,REP.A014_YAPC_24H:P01
CHEMBL395308,Q9UI32,ENSP00000310447,REP.A002_A375_24H:P13
CHEMBL145081,Q9UI32,ENSP00000310447,REP.A026_A375_24H:A07
CHEMBL147656,Q9UI32,ENSP00000310447,REP.A021_HA1E_24H:F13
CHEMBL288447,Q9UI32,ENSP00000310447,REP.A025_YAPC_24H:H07
CHEMBL70,Q9UI32,ENSP00000310447,REP.A012_MCF7_24H:I01
CHEMBL128184,Q9UI32,ENSP00000310447,REP.A008_MCF7_24H:F01
CHEMBL128184,Q9UI32,ENSP00000310447,REP.A015_HA1E_24H:L07
CHEMBL302684,Q9UI32,ENSP00000310447,LJP009_ASC.C_24H:F19
CHEMBL301160,Q9UI32,ENSP00000310447,REP.A009_A375_24H:P19
CHEMBL144493,Q9UI32,ENSP00000310447,REP.A005_HT29_24H:F13
CHEMBL396013,Q9UI32,ENSP00000310447,REP.A026_HELA_24H:N01
CHEMBL372020,Q9UI32,ENSP00000310447,REP.A027_HT29_24H:N07
CHEMBL142153,Q9UI32,ENSP00000310447,REP.A017_MCF7_24H:I01
CHEMBL392464,Q9UI32,ENSP00000310447,REP.A003_HA1E_24H:A13
CHEMBL3286556,Q9UI32,ENSP00000310447,REP.A002_HT29_24H:L19
CHEMBL3628365,Q9UI32,ENSP00000310447,LJP008_ASC_24H:O07
CHEMBL409026,Q9UI32,ENSP00000310447,REP.A011_HT29_24H:E13
CHEMBL319037,Q9UI32,ENSP00000310447,REP.A024_A375_24H:E19
CHEMBL75177,Q9UI32,ENSP00000310447,REP.A019_HELA_24H:H01
CHEMBL809,Q9UI32,ENSP00000310447,REP.A022_HELA_24H:N01
CHEMBL264349,Q9UI32,ENSP00000310447,REP.A001_HA1E_24H:H19
CHEMBL385514,Q9UI32,ENSP00000310447,REP.A001_A375_24H:H19
CHEMBL203211,Q9UI32,ENSP00000310447,REP.A028_HT29_24H:B13
CHEMBL517866,Q9UI32,ENSP00000310447,REP.A008_PC3_24H:H19
CHEMBL492917,Q9UI32,ENSP00000310447,REP.A003_HELA_24H:B07
CHEMBL213538,Q9UI32,ENSP00000310447,REP.A021_HA1E_24H:O13
CHEMBL224909,Q9UI32,ENSP00000310447,REP.A001_MCF7_24H:I01
CHEMBL145081,Q9UI32,ENSP00000310447,REP.A014_HA1E_24H:P01
CHEMBL60270,Q9UI32,ENSP00000310447,REP.A011_HT29_24H:I19
CHEMBL21156,Q9UI32,ENSP00000310447,REP.A024_HT29_24H:E19
CHEMBL3259917,Q9UI32,ENSP00000310447,REP.A014_HELA_24H:P01
CHEMBL111184,Q9UI32,ENSP00000310447,REP.A024_HELA_24H:H13
CHEMBL59836,Q9UI32,ENSP00000310447,REP.A005_HA1E_24H:F13
CHEMBL401369,Q9UI32,ENSP00000310447,REP.A002_HELA_24H:E13
CHEMBL252539,Q9UI32,ENSP00000310447,REP.A016_HELA_24H:P07
CHEMBL250483,Q9UI32,ENSP00000310447,REP.A011_HT29_24H:M13
CHEMBL388956,Q9UI32,ENSP00000310447,REP.A018_HELA_24H:H01
CHEMBL256154,Q9UI32,ENSP00000310447,LJP005_MDAMB231_3H:J01
CHEMBL3604499,Q9UI32,ENSP00000310447,LJP007_CD34_24H:E01
CHEMBL214291,Q9UI32,ENSP00000310447,REP.A001_HELA_24H:H19
CHEMBL224909,Q9UI32,ENSP00000310447,REP.A001_PC3_24H:I01
CHEMBL205205,Q9UI32,ENSP00000310447,REP.A020_MCF7_24H:E07
CHEMBL264349,Q9UI32,ENSP00000310447,REP.A001_PC3_24H:H19
CHEMBL435814,Q9UI32,ENSP00000310447,REP.A005_HELA_24H:E19
CHEMBL201472,Q9UI32,ENSP00000310447,REP.A014_YAPC_24H:P01
CHEMBL531,Q9UI32,ENSP00000310447,REP.A013_PC3_24H:N01
CHEMBL3325745,Q9UI32,ENSP00000310447,REP.A027_HT29_24H:L13
CHEMBL109517,Q9UI32,ENSP00000310447,REP.A008_HA1E_24H:F01
CHEMBL409026,Q9UI32,ENSP00000310447,REP.A015_HELA_24H:K01
CHEMBL57347,Q9UI32,ENSP00000310447,REP.A006_HELA_24H:C01
CHEMBL3594232,Q9UI32,ENSP00000310447,REP.A027_PC3_24H:E13
CHEMBL502979,Q9UI32,ENSP00000310447,REP.A003_HELA_24H:B07
CHEMBL372020,Q9UI32,ENSP00000310447,REP.A007_HT29_24H:C01
CHEMBL384364,Q9UI32,ENSP00000310447,REP.A003_MCF7_24H:K13
CHEMBL145081,Q9UI32,ENSP00000310447,REP.A005_HELA_24H:F13
CHEMBL111184,Q9UI32,ENSP00000310447,REP.A024_MCF7_24H:H13
CHEMBL44,Q9UI32,ENSP00000310447,REP.A023_HELA_24H:H19
CHEMBL373535,Q9UI32,ENSP00000310447,REP.A024_A375_24H:E07
CHEMBL45827,Q9UI32,ENSP00000310447,REP.A006_PC3_24H:C01
CHEMBL476312,Q9UI32,ENSP00000310447,REP.A003_MCF7_24H:H13
CHEMBL3259917,Q9UI32,ENSP00000310447,REP.A001_MCF7_24H:H19
CHEMBL395308,Q9UI32,ENSP00000310447,REP.A006_PC3_24H:B07
CHEMBL192734,Q9UI32,ENSP00000310447,REP.A014_YAPC_24H:J01
CHEMBL378536,Q9UI32,ENSP00000310447,REP.A012_YAPC_24H:P01
CHEMBL264349,Q9UI32,ENSP00000310447,REP.A027_HELA_24H:N07
CHEMBL135,Q13882,ENSP00000217185,REP.A001_PC3_24H:H19
CHEMBL53,Q13882,ENSP00000217185,REP.A015_YAPC_24H:P19
CHEMBL78310,Q13882,ENSP00000217185,REP.A023_YAPC_24H:D13
CHEMBL571610,Q13882,ENSP00000217185,REP.A011_PC3_24H:E07
CHEMBL3402680,Q13882,ENSP00000217185,REP.A023_HT29_24H:B13
CHEMBL571610,Q13882,ENSP00000217185,LPROT003_PC3_6H:K13
CHEMBL9298CHEMBL468419,Q13882,ENSP00000217185,LJP008_NPC.CAS9_24H:M07
CHEMBL476312,Q13882,ENSP00000217185,LJP007_HUVEC_24H:B13
CHEMBL288447,Q13882,ENSP00000217185,LJP008_NPC.CAS9_24H:D19
CHEMBL492917,Q13882,ENSP00000217185,REP.A003_PC3_24H:B07
CHEMBL427208,Q13882,ENSP00000217185,REP.A027_HA1E_24H:J07
CHEMBL223836,Q13882,ENSP00000217185,REP.A016_HA1E_24H:D07
CHEMBL394614,Q13882,ENSP00000217185,REP.A018_MCF7_24H:L07
CHEMBL222130,Q13882,ENSP00000217185,REP.A009_HA1E_24H:B13
CHEMBL288447,Q13882,ENSP00000217185,LJP008_CD34_24H:D19
CHEMBL435814,Q13882,ENSP00000217185,REP.A005_MCF7_24H:E19
CHEMBL400987,Q13882,ENSP00000217185,REP.A011_YAPC_24H:A13
CHEMBL213538,Q13882,ENSP00000217185,LJP008_NEU_24H:J07
CHEMBL3589663,Q13882,ENSP00000217185,REP.A019_MCF7_24H:J01
CHEMBL3604497,Q13882,ENSP00000217185,LJP007_A375_24H:E01
CHEMBL59891,Q13882,ENSP00000217185,REP.A015_MCF7_24H:C13
CHEMBL109517,Q13882,ENSP00000217185,REP.A006_PC3_24H:H07
CHEMBL109517,Q13882,ENSP00000217185,REP.A018_YAPC_24H:E13
CHEMBL193726,Q13882,ENSP00000217185,LJP005_HS578T_3H:P01
CHEMBL288447,Q13882,ENSP00000217185,LJP008_NPC_24H:D19
CHEMBL203211,Q13882,ENSP00000217185,REP.A028_HELA_24H:B13
CHEMBL385514,Q13882,ENSP00000217185,REP.A001_YAPC_24H:H19
CHEMBL115600,Q13882,ENSP00000217185,REP.A015_PC3_24H:L07
CHEMBL3589663,Q13882,ENSP00000217185,REP.A019_HA1E_24H:J01
CHEMBL27769,Q13882,ENSP00000217185,REP.A003_A375_24H:M07
CHEMBL319037,Q13882,ENSP00000217185,REP.A024_PC3_24H:E19
CHEMBL388956,Q13882,ENSP00000217185,REP.A018_HELA_24H:H01
CHEMBL345458,Q13882,ENSP00000217185,REP.A013_HT29_24H:N01
