sig_index,sig_id
3830,REP.A024_A375_24H:F13
3831,REP.A024_A375_24H:F19
3832,REP.A024_A375_24H:H07
3833,REP.A024_A375_24H:H13
3834,REP.A024_A375_24H:I01
3835,REP.A024_A375_24H:I19
3836,REP.A024_A375_24H:J01
3837,REP.A024_A375_24H:J19
3838,REP.A024_A375_24H:K01
3839,REP.A024_A375_24H:L01
3840,REP.A024_A375_24H:L07
3841,REP.A024_A375_24H:L13
3842,REP.A024_A375_24H:M01
3843,REP.A024_A375_24H:M13
3844,REP.A024_A375_24H:N19
3845,REP.A024_A375_24H:O07
3846,REP.A024_A375_24H:O19
3847,REP.A024_A375_24H:P01
3848,REP.A024_A375_24H:P07
3849,REP.A024_A375_24H:P19
3850,REP.A024_HA1E_24H:A07
3851,REP.A024_HA1E_24H:B19
3852,REP.A024_HA1E_24H:C01
3853,REP.A024_HA1E_24H:D01
3854,REP.A024_HA1E_24H:D13
3855,REP.A024_HA1E_24H:E01
3856,REP.A024_HA1E_24H:E07
3857,REP.A024_HA1E_24H:E19
3858,REP.A024_HA1E_24H:F13
3859,REP.A024_HA1E_24H:F19
3860,REP.A024_HA1E_24H:H07
3861,REP.A024_HA1E_24H:H13
3862,REP.A024_HA1E_24H:I01
3863,REP.A024_HA1E_24H:I19
3864,REP.A024_HA1E_24H:J01
3865,REP.A024_HA1E_24H:J19
3866,REP.A024_HA1E_24H:K01
3867,REP.A024_HA1E_24H:L01
3868,REP.A024_HA1E_24H:L07
3869,REP.A024_HA1E_24H:L13
3870,REP.A024_HA1E_24H:M01
3871,REP.A024_HA1E_24H:M13
3872,REP.A024_HA1E_24H:N19
3873,REP.A024_HA1E_24H:O07
3874,REP.A024_HA1E_24H:O19
3875,REP.A024_HA1E_24H:P01
3876,REP.A024_HA1E_24H:P07
3877,REP.A024_HA1E_24H:P19
3878,REP.A024_HELA_24H:A07
3879,REP.A024_HELA_24H:B19
3880,REP.A024_HELA_24H:C01
3881,REP.A024_HELA_24H:D01
3882,REP.A024_HELA_24H:D13
3883,REP.A024_HELA_24H:E01
3884,REP.A024_HELA_24H:E07
3885,REP.A024_HELA_24H:E19
3886,REP.A024_HELA_24H:F13
3887,REP.A024_HELA_24H:F19
3888,REP.A024_HELA_24H:H07
3889,REP.A024_HELA_24H:H13
3890,REP.A024_HELA_24H:I01
3891,REP.A024_HELA_24H:I19
3892,REP.A024_HELA_24H:J01
3893,REP.A024_HELA_24H:J19
3894,REP.A024_HELA_24H:K01
3895,REP.A024_HELA_24H:L01
3896,REP.A024_HELA_24H:L07
3897,REP.A024_HELA_24H:L13
3898,REP.A024_HELA_24H:M01
3899,REP.A024_HELA_24H:M13
3900,REP.A024_HELA_24H:N19
3901,REP.A024_HELA_24H:O07
3902,REP.A024_HELA_24H:O19
3903,REP.A024_HELA_24H:P01
3904,REP.A024_HELA_24H:P07
3905,REP.A024_HELA_24H:P19
3906,REP.A024_HT29_24H:A07
3907,REP.A024_HT29_24H:B19
3908,REP.A024_HT29_24H:C01
3909,REP.A024_HT29_24H:D01
3910,REP.A024_HT29_24H:D13
3911,REP.A024_HT29_24H:E01
3912,REP.A024_HT29_24H:E07
3913,REP.A024_HT29_24H:E19
3914,REP.A024_HT29_24H:F13
3915,REP.A024_HT29_24H:F19
3916,REP.A024_HT29_24H:H07
3917,REP.A024_HT29_24H:H13
3918,REP.A024_HT29_24H:I01
3919,REP.A024_HT29_24H:I19
3920,REP.A024_HT29_24H:J01
3921,REP.A024_HT29_24H:J19
3922,REP.A024_HT29_24H:K01
3923,REP.A024_HT29_24H:L01
3924,REP.A024_HT29_24H:L07
3925,REP.A024_HT29_24H:L13
3926,REP.A024_HT29_24H:M01
3927,REP.A024_HT29_24H:M13
3928,REP.A024_HT29_24H:N19
3929,REP.A024_HT29_24H:O07
3930,REP.A024_HT29_24H:O19
3931,REP.A024_HT29_24H:P01
3932,REP.A024_HT29_24H:P07
3933,REP.A024_HT29_24H:P19
3934,REP.A024_MCF7_24H:A07
3935,REP.A024_MCF7_24H:B19
3936,REP.A024_MCF7_24H:C01
3937,REP.A024_MCF7_24H:D01
3938,REP.A024_MCF7_24H:D13
3939,REP.A024_MCF7_24H:E01
3940,REP.A024_MCF7_24H:E07
3941,REP.A024_MCF7_24H:E19
3942,REP.A024_MCF7_24H:F13
3943,REP.A024_MCF7_24H:F19
3944,REP.A024_MCF7_24H:H07
3945,REP.A024_MCF7_24H:H13
3946,REP.A024_MCF7_24H:I01
3947,REP.A024_MCF7_24H:I19
3948,REP.A024_MCF7_24H:J01
3949,REP.A024_MCF7_24H:J19
3950,REP.A024_MCF7_24H:K01
3951,REP.A024_MCF7_24H:L01
3952,REP.A024_MCF7_24H:L07
3953,REP.A024_MCF7_24H:L13
3954,REP.A024_MCF7_24H:M01
3955,REP.A024_MCF7_24H:M13
3956,REP.A024_MCF7_24H:N19
3957,REP.A024_MCF7_24H:O07
3958,REP.A024_MCF7_24H:O19
3959,REP.A024_MCF7_24H:P01
3960,REP.A024_MCF7_24H:P07
3961,REP.A024_MCF7_24H:P19
3962,REP.A024_PC3_24H:A07
3963,REP.A024_PC3_24H:B19
3964,REP.A024_PC3_24H:C01
3965,REP.A024_PC3_24H:D01
3966,REP.A024_PC3_24H:D13
3967,REP.A024_PC3_24H:E01
3968,REP.A024_PC3_24H:E07
3969,REP.A024_PC3_24H:F13
3970,REP.A024_PC3_24H:F19
3971,REP.A024_PC3_24H:H07
3972,REP.A024_PC3_24H:H13
3973,REP.A024_PC3_24H:I01
3974,REP.A024_PC3_24H:I19
3975,REP.A024_PC3_24H:J01
3976,REP.A024_PC3_24H:J19
3977,REP.A024_PC3_24H:K01
3978,REP.A024_PC3_24H:L01
3979,REP.A024_PC3_24H:L07
3980,REP.A024_PC3_24H:L13
3981,REP.A024_PC3_24H:M01
3982,REP.A024_PC3_24H:M13
3983,REP.A024_PC3_24H:N19
3984,REP.A024_PC3_24H:O07
3985,REP.A024_PC3_24H:O19
3986,REP.A024_PC3_24H:P01
3987,REP.A024_PC3_24H:P07
3988,REP.A024_PC3_24H:P19
3989,REP.A024_PC3_24H:E19
3990,REP.A024_YAPC_24H:A07
3991,REP.A024_YAPC_24H:B19
3992,REP.A024_YAPC_24H:C01
3993,REP.A024_YAPC_24H:D01
3994,REP.A024_YAPC_24H:D13
3995,REP.A024_YAPC_24H:E01
3996,REP.A024_YAPC_24H:E07
3997,REP.A024_YAPC_24H:E19
3998,REP.A024_YAPC_24H:F13
3999,REP.A024_YAPC_24H:F19
4000,REP.A024_YAPC_24H:H07
4001,REP.A024_YAPC_24H:H13
4002,REP.A024_YAPC_24H:I01
4003,REP.A024_YAPC_24H:I19
4004,REP.A024_YAPC_24H:J01
4005,REP.A024_YAPC_24H:J19
4006,REP.A024_YAPC_24H:K01
4007,REP.A024_YAPC_24H:L01
4008,REP.A024_YAPC_24H:L07
4009,REP.A024_YAPC_24H:L13
4010,REP.A024_YAPC_24H:M01
4011,REP.A024_YAPC_24H:M13
4012,REP.A024_YAPC_24H:N19
4013,REP.A024_YAPC_24H:O07
4014,REP.A024_YAPC_24H:O19
4015,REP.A024_YAPC_24H:P01
4016,REP.A024_YAPC_24H:P07
4017,REP.A024_YAPC_24H:P19
4018,REP.A025_A375_24H:A07
4019,REP.A025_A375_24H:A13
4020,REP.A025_A375_24H:B07
4021,REP.A025_A375_24H:B13
4022,REP.A025_A375_24H:B19
4023,REP.A025_A375_24H:C07
4024,REP.A025_A375_24H:D07
4025,REP.A025_A375_24H:D19
4026,REP.A025_A375_24H:E07
4027,REP.A025_A375_24H:E19
4028,REP.A025_A375_24H:F01
4029,REP.A025_A375_24H:G01
4030,REP.A025_A375_24H:H01
4031,REP.A025_A375_24H:H07
4032,REP.A025_A375_24H:H13
4033,REP.A025_A375_24H:I13
4034,REP.A025_A375_24H:I19
4035,REP.A025_A375_24H:J19
4036,REP.A025_A375_24H:L01
4037,REP.A025_A375_24H:L13
4038,REP.A025_A375_24H:M07
4039,REP.A025_A375_24H:M13
4040,REP.A025_A375_24H:N01
4041,REP.A025_A375_24H:O19
4042,REP.A025_A375_24H:C13
4043,REP.A025_A375_24H:F19
4044,REP.A025_A375_24H:M19
4045,REP.A025_HA1E_24H:A07
4046,REP.A025_HA1E_24H:A13
4047,REP.A025_HA1E_24H:B07
4048,REP.A025_HA1E_24H:B13
4049,REP.A025_HA1E_24H:B19
4050,REP.A025_HA1E_24H:C07
4051,REP.A025_HA1E_24H:C13
4052,REP.A025_HA1E_24H:D07
4053,REP.A025_HA1E_24H:D19
4054,REP.A025_HA1E_24H:E07
4055,REP.A025_HA1E_24H:E19
4056,REP.A025_HA1E_24H:F01
4057,REP.A025_HA1E_24H:F19
4058,REP.A025_HA1E_24H:G01
4059,REP.A025_HA1E_24H:H01
4060,REP.A025_HA1E_24H:H07
4061,REP.A025_HA1E_24H:H13
4062,REP.A025_HA1E_24H:I13
4063,REP.A025_HA1E_24H:I19
4064,REP.A025_HA1E_24H:L01
4065,REP.A025_HA1E_24H:L13
4066,REP.A025_HA1E_24H:M13
4067,REP.A025_HA1E_24H:M19
4068,REP.A025_HA1E_24H:N01
4069,REP.A025_HA1E_24H:O19
4070,REP.A025_HA1E_24H:J19
4071,REP.A025_HELA_24H:A07
4072,REP.A025_HELA_24H:A13
4073,REP.A025_HELA_24H:B07
4074,REP.A025_HELA_24H:B13
4075,REP.A025_HELA_24H:B19
4076,REP.A025_HELA_24H:C07
4077,REP.A025_HELA_24H:C13
4078,REP.A025_HELA_24H:D07
4079,REP.A025_HELA_24H:D19
4080,REP.A025_HELA_24H:E07
4081,REP.A025_HELA_24H:E19
4082,REP.A025_HELA_24H:F01
4083,REP.A025_HELA_24H:F19
4084,REP.A025_HELA_24H:G01
4085,REP.A025_HELA_24H:H01
4086,REP.A025_HELA_24H:H07
4087,REP.A025_HELA_24H:H13
4088,REP.A025_HELA_24H:I13
4089,REP.A025_HELA_24H:I19
4090,REP.A025_HELA_24H:J19
4091,REP.A025_HELA_24H:L01
4092,REP.A025_HELA_24H:L13
4093,REP.A025_HELA_24H:M07
4094,REP.A025_HELA_24H:M13
4095,REP.A025_HELA_24H:M19
4096,REP.A025_HELA_24H:N01
4097,REP.A025_HELA_24H:O19
4098,REP.A025_HT29_24H:A07
4099,REP.A025_HT29_24H:A13
4100,REP.A025_HT29_24H:B07
4101,REP.A025_HT29_24H:B13
4102,REP.A025_HT29_24H:B19
4103,REP.A025_HT29_24H:C07
4104,REP.A025_HT29_24H:C13
4105,REP.A025_HT29_24H:D07
4106,REP.A025_HT29_24H:D19
4107,REP.A025_HT29_24H:E07
4108,REP.A025_HT29_24H:E19
4109,REP.A025_HT29_24H:F01
4110,REP.A025_HT29_24H:F19
4111,REP.A025_HT29_24H:G01
4112,REP.A025_HT29_24H:H01
4113,REP.A025_HT29_24H:H07
4114,REP.A025_HT29_24H:H13
4115,REP.A025_HT29_24H:I13
4116,REP.A025_HT29_24H:I19
4117,REP.A025_HT29_24H:J19
4118,REP.A025_HT29_24H:L01
4119,REP.A025_HT29_24H:L13
4120,REP.A025_HT29_24H:M07
4121,REP.A025_HT29_24H:M13
4122,REP.A025_HT29_24H:M19
4123,REP.A025_HT29_24H:N01
4124,REP.A025_HT29_24H:O19
4125,REP.A025_MCF7_24H:A07
4126,REP.A025_MCF7_24H:A13
4127,REP.A025_MCF7_24H:B07
4128,REP.A025_MCF7_24H:B13
4129,REP.A025_MCF7_24H:B19
4130,REP.A025_MCF7_24H:C07
4131,REP.A025_MCF7_24H:C13
4132,REP.A025_MCF7_24H:D07
4133,REP.A025_MCF7_24H:D19
4134,REP.A025_MCF7_24H:E07
4135,REP.A025_MCF7_24H:E19
4136,REP.A025_MCF7_24H:F01
4137,REP.A025_MCF7_24H:F19
4138,REP.A025_MCF7_24H:G01
4139,REP.A025_MCF7_24H:H01
4140,REP.A025_MCF7_24H:H07
4141,REP.A025_MCF7_24H:H13
4142,REP.A025_MCF7_24H:I13
4143,REP.A025_MCF7_24H:I19
4144,REP.A025_MCF7_24H:J19
4145,REP.A025_MCF7_24H:L01
4146,REP.A025_MCF7_24H:L13
4147,REP.A025_MCF7_24H:M07
4148,REP.A025_MCF7_24H:M13
4149,REP.A025_MCF7_24H:M19
4150,REP.A025_MCF7_24H:N01
4151,REP.A025_MCF7_24H:O19
4152,REP.A025_PC3_24H:A07
4153,REP.A025_PC3_24H:A13
4154,REP.A025_PC3_24H:B07
4155,REP.A025_PC3_24H:B13
4156,REP.A025_PC3_24H:B19
4157,REP.A025_PC3_24H:C07
4158,REP.A025_PC3_24H:C13
4159,REP.A025_PC3_24H:D07
4160,REP.A025_PC3_24H:D19
4161,REP.A025_PC3_24H:E07
4162,REP.A025_PC3_24H:E19
4163,REP.A025_PC3_24H:F01
4164,REP.A025_PC3_24H:F19
4165,REP.A025_PC3_24H:G01
4166,REP.A025_PC3_24H:H01
4167,REP.A025_PC3_24H:H07
4168,REP.A025_PC3_24H:H13
4169,REP.A025_PC3_24H:I13
4170,REP.A025_PC3_24H:I19
4171,REP.A025_PC3_24H:J19
4172,REP.A025_PC3_24H:L01
4173,REP.A025_PC3_24H:L13
4174,REP.A025_PC3_24H:M07
4175,REP.A025_PC3_24H:M13
4176,REP.A025_PC3_24H:M19
4177,REP.A025_PC3_24H:N01
4178,REP.A025_PC3_24H:O19
4179,REP.A025_YAPC_24H:A07
4180,REP.A025_YAPC_24H:A13
4181,REP.A025_YAPC_24H:B07
4182,REP.A025_YAPC_24H:B13
4183,REP.A025_YAPC_24H:B19
4184,REP.A025_YAPC_24H:C07
4185,REP.A025_YAPC_24H:C13
4186,REP.A025_YAPC_24H:D07
4187,REP.A025_YAPC_24H:D19
4188,REP.A025_YAPC_24H:E07
4189,REP.A025_YAPC_24H:E19
4190,REP.A025_YAPC_24H:F01
4191,REP.A025_YAPC_24H:F19
4192,REP.A025_YAPC_24H:G01
4193,REP.A025_YAPC_24H:H01
4194,REP.A025_YAPC_24H:H07
4195,REP.A025_YAPC_24H:H13
4196,REP.A025_YAPC_24H:I13
4197,REP.A025_YAPC_24H:I19
4198,REP.A025_YAPC_24H:J19
4199,REP.A025_YAPC_24H:L01
4200,REP.A025_YAPC_24H:L13
4201,REP.A025_YAPC_24H:M07
4202,REP.A025_YAPC_24H:M13
4203,REP.A025_YAPC_24H:M19
4204,REP.A025_YAPC_24H:N01
4205,REP.A025_YAPC_24H:O19
4206,REP.A026_A375_24H:A07
4207,REP.A026_A375_24H:B13
4208,REP.A026_A375_24H:D01
4209,REP.A026_A375_24H:E07
4210,REP.A026_A375_24H:E13
4211,REP.A026_A375_24H:E19
4212,REP.A026_A375_24H:F01
4213,REP.A026_A375_24H:F19
4214,REP.A026_A375_24H:G07
4215,REP.A026_A375_24H:H07
4216,REP.A026_A375_24H:H13
4217,REP.A026_A375_24H:I01
4218,REP.A026_A375_24H:I07
4219,REP.A026_A375_24H:J01
4220,REP.A026_A375_24H:J19
4221,REP.A026_A375_24H:K19
4222,REP.A026_A375_24H:L01
4223,REP.A026_A375_24H:L07
4224,REP.A026_A375_24H:L13
4225,REP.A026_A375_24H:L19
4226,REP.A026_A375_24H:M01
4227,REP.A026_A375_24H:N01
4228,REP.A026_A375_24H:N07
4229,REP.A026_A375_24H:N13
4230,REP.A026_A375_24H:O07
4231,REP.A026_A375_24H:P01
4232,REP.A026_A375_24H:P07
4233,REP.A026_A375_24H:P13
4234,REP.A026_HELA_24H:A07
4235,REP.A026_HELA_24H:B13
4236,REP.A026_HELA_24H:D01
4237,REP.A026_HELA_24H:E07
4238,REP.A026_HELA_24H:E13
4239,REP.A026_HELA_24H:E19
4240,REP.A026_HELA_24H:F01
4241,REP.A026_HELA_24H:F19
4242,REP.A026_HELA_24H:G07
4243,REP.A026_HELA_24H:H07
4244,REP.A026_HELA_24H:H13
4245,REP.A026_HELA_24H:I01
4246,REP.A026_HELA_24H:I07
4247,REP.A026_HELA_24H:J01
4248,REP.A026_HELA_24H:J19
4249,REP.A026_HELA_24H:K19
4250,REP.A026_HELA_24H:L01
4251,REP.A026_HELA_24H:L07
4252,REP.A026_HELA_24H:L13
4253,REP.A026_HELA_24H:L19
4254,REP.A026_HELA_24H:M01
4255,REP.A026_HELA_24H:N01
4256,REP.A026_HELA_24H:N07
4257,REP.A026_HELA_24H:N13
4258,REP.A026_HELA_24H:O07
4259,REP.A026_HELA_24H:P01
4260,REP.A026_HELA_24H:P07
4261,REP.A026_HELA_24H:P13
4262,REP.A026_HT29_24H:A07
4263,REP.A026_HT29_24H:B13
4264,REP.A026_HT29_24H:D01
4265,REP.A026_HT29_24H:E07
4266,REP.A026_HT29_24H:E13
4267,REP.A026_HT29_24H:E19
4268,REP.A026_HT29_24H:F01
4269,REP.A026_HT29_24H:F19
4270,REP.A026_HT29_24H:G07
4271,REP.A026_HT29_24H:H07
4272,REP.A026_HT29_24H:H13
4273,REP.A026_HT29_24H:I01
4274,REP.A026_HT29_24H:I07
4275,REP.A026_HT29_24H:J01
4276,REP.A026_HT29_24H:J19
4277,REP.A026_HT29_24H:K19
4278,REP.A026_HT29_24H:L01
4279,REP.A026_HT29_24H:L07
4280,REP.A026_HT29_24H:L13
4281,REP.A026_HT29_24H:L19
4282,REP.A026_HT29_24H:M01
4283,REP.A026_HT29_24H:N01
4284,REP.A026_HT29_24H:N07
4285,REP.A026_HT29_24H:N13
4286,REP.A026_HT29_24H:O07
4287,REP.A026_HT29_24H:P01
4288,REP.A026_HT29_24H:P07
4289,REP.A026_HT29_24H:P13
4290,REP.A026_MCF7_24H:A07
4291,REP.A026_MCF7_24H:B13
4292,REP.A026_MCF7_24H:D01
4293,REP.A026_MCF7_24H:E07
4294,REP.A026_MCF7_24H:E13
4295,REP.A026_MCF7_24H:F01
4296,REP.A026_MCF7_24H:F19
4297,REP.A026_MCF7_24H:G07
4298,REP.A026_MCF7_24H:H07
4299,REP.A026_MCF7_24H:H13
4300,REP.A026_MCF7_24H:I01
4301,REP.A026_MCF7_24H:I07
4302,REP.A026_MCF7_24H:J01
4303,REP.A026_MCF7_24H:J19
4304,REP.A026_MCF7_24H:K19
4305,REP.A026_MCF7_24H:L01
4306,REP.A026_MCF7_24H:L07
4307,REP.A026_MCF7_24H:L13
4308,REP.A026_MCF7_24H:M01
4309,REP.A026_MCF7_24H:N01
4310,REP.A026_MCF7_24H:N07
4311,REP.A026_MCF7_24H:N13
4312,REP.A026_MCF7_24H:O07
4313,REP.A026_MCF7_24H:P01
4314,REP.A026_MCF7_24H:P07
4315,REP.A026_MCF7_24H:E19
4316,REP.A026_MCF7_24H:L19
4317,REP.A026_MCF7_24H:P13
4318,REP.A026_PC3_24H:A07
4319,REP.A026_PC3_24H:B13
4320,REP.A026_PC3_24H:D01
4321,REP.A026_PC3_24H:E07
4322,REP.A026_PC3_24H:E13
4323,REP.A026_PC3_24H:E19
4324,REP.A026_PC3_24H:F01
4325,REP.A026_PC3_24H:F19
4326,REP.A026_PC3_24H:G07
4327,REP.A026_PC3_24H:H07
4328,REP.A026_PC3_24H:H13
4329,REP.A026_PC3_24H:I01
4330,REP.A026_PC3_24H:I07
4331,REP.A026_PC3_24H:J01
4332,REP.A026_PC3_24H:J19
4333,REP.A026_PC3_24H:K19
4334,REP.A026_PC3_24H:L01
4335,REP.A026_PC3_24H:L07
4336,REP.A026_PC3_24H:L13
4337,REP.A026_PC3_24H:L19
4338,REP.A026_PC3_24H:M01
4339,REP.A026_PC3_24H:N01
4340,REP.A026_PC3_24H:N07
4341,REP.A026_PC3_24H:N13
4342,REP.A026_PC3_24H:O07
4343,REP.A026_PC3_24H:P01
4344,REP.A026_PC3_24H:P07
4345,REP.A026_PC3_24H:P13
4346,REP.A026_YAPC_24H:A07
4347,REP.A026_YAPC_24H:B13
4348,REP.A026_YAPC_24H:D01
4349,REP.A026_YAPC_24H:E07
4350,REP.A026_YAPC_24H:E13
4351,REP.A026_YAPC_24H:E19
4352,REP.A026_YAPC_24H:F01
4353,REP.A026_YAPC_24H:F19
4354,REP.A026_YAPC_24H:G07
4355,REP.A026_YAPC_24H:H07
4356,REP.A026_YAPC_24H:H13
4357,REP.A026_YAPC_24H:I01
4358,REP.A026_YAPC_24H:I07
4359,REP.A026_YAPC_24H:J01
4360,REP.A026_YAPC_24H:J19
4361,REP.A026_YAPC_24H:K19
4362,REP.A026_YAPC_24H:L01
4363,REP.A026_YAPC_24H:L07
4364,REP.A026_YAPC_24H:L13
4365,REP.A026_YAPC_24H:L19
4366,REP.A026_YAPC_24H:M01
4367,REP.A026_YAPC_24H:N01
4368,REP.A026_YAPC_24H:N07
4369,REP.A026_YAPC_24H:N13
4370,REP.A026_YAPC_24H:O07
4371,REP.A026_YAPC_24H:P01
4372,REP.A026_YAPC_24H:P07
4373,REP.A026_YAPC_24H:P13
4374,REP.A027_A375_24H:A19
4375,REP.A027_A375_24H:B13
4376,REP.A027_A375_24H:C07
4377,REP.A027_A375_24H:D07
4378,REP.A027_A375_24H:D13
4379,REP.A027_A375_24H:E01
4380,REP.A027_A375_24H:E13
4381,REP.A027_A375_24H:E19
4382,REP.A027_A375_24H:F01
4383,REP.A027_A375_24H:F19
4384,REP.A027_A375_24H:G07
4385,REP.A027_A375_24H:G19
4386,REP.A027_A375_24H:H01
4387,REP.A027_A375_24H:H07
4388,REP.A027_A375_24H:H13
4389,REP.A027_A375_24H:I13
4390,REP.A027_A375_24H:J07
4391,REP.A027_A375_24H:K01
4392,REP.A027_A375_24H:K13
4393,REP.A027_A375_24H:L01
4394,REP.A027_A375_24H:L13
4395,REP.A027_A375_24H:M01
4396,REP.A027_A375_24H:M13
4397,REP.A027_A375_24H:M19
4398,REP.A027_A375_24H:N07
4399,REP.A027_A375_24H:O13
4400,REP.A027_A375_24H:P01
4401,REP.A027_A375_24H:P19
4402,REP.A027_HA1E_24H:A19
4403,REP.A027_HA1E_24H:B13
4404,REP.A027_HA1E_24H:C07
4405,REP.A027_HA1E_24H:D07
4406,REP.A027_HA1E_24H:D13
4407,REP.A027_HA1E_24H:E01
4408,REP.A027_HA1E_24H:E13
4409,REP.A027_HA1E_24H:E19
4410,REP.A027_HA1E_24H:F01
4411,REP.A027_HA1E_24H:F19
4412,REP.A027_HA1E_24H:G07
4413,REP.A027_HA1E_24H:G19
4414,REP.A027_HA1E_24H:H01
4415,REP.A027_HA1E_24H:H07
4416,REP.A027_HA1E_24H:H13
4417,REP.A027_HA1E_24H:I13
4418,REP.A027_HA1E_24H:J07
4419,REP.A027_HA1E_24H:K01
4420,REP.A027_HA1E_24H:K13
4421,REP.A027_HA1E_24H:L01
4422,REP.A027_HA1E_24H:L13
4423,REP.A027_HA1E_24H:M01
4424,REP.A027_HA1E_24H:M13
4425,REP.A027_HA1E_24H:M19
4426,REP.A027_HA1E_24H:N07
4427,REP.A027_HA1E_24H:O13
4428,REP.A027_HA1E_24H:P01
4429,REP.A027_HA1E_24H:P19
4430,REP.A027_HELA_24H:B13
4431,REP.A027_HELA_24H:C07
4432,REP.A027_HELA_24H:D07
4433,REP.A027_HELA_24H:D13
4434,REP.A027_HELA_24H:E01
4435,REP.A027_HELA_24H:E13
4436,REP.A027_HELA_24H:E19
4437,REP.A027_HELA_24H:F01
4438,REP.A027_HELA_24H:F19
4439,REP.A027_HELA_24H:G07
4440,REP.A027_HELA_24H:G19
4441,REP.A027_HELA_24H:H01
4442,REP.A027_HELA_24H:H07
4443,REP.A027_HELA_24H:H13
4444,REP.A027_HELA_24H:I13
4445,REP.A027_HELA_24H:J07
4446,REP.A027_HELA_24H:K01
4447,REP.A027_HELA_24H:K13
4448,REP.A027_HELA_24H:L01
4449,REP.A027_HELA_24H:L13
4450,REP.A027_HELA_24H:M01
4451,REP.A027_HELA_24H:M13
4452,REP.A027_HELA_24H:M19
4453,REP.A027_HELA_24H:N07
4454,REP.A027_HELA_24H:O13
4455,REP.A027_HELA_24H:P01
4456,REP.A027_HELA_24H:P19
4457,REP.A027_HELA_24H:A19
4458,REP.A027_HT29_24H:A19
4459,REP.A027_HT29_24H:B13
4460,REP.A027_HT29_24H:C07
4461,REP.A027_HT29_24H:D07
4462,REP.A027_HT29_24H:D13
4463,REP.A027_HT29_24H:E01
4464,REP.A027_HT29_24H:E13
4465,REP.A027_HT29_24H:E19
4466,REP.A027_HT29_24H:F01
4467,REP.A027_HT29_24H:F19
4468,REP.A027_HT29_24H:G07
4469,REP.A027_HT29_24H:G19
4470,REP.A027_HT29_24H:H01
4471,REP.A027_HT29_24H:H07
4472,REP.A027_HT29_24H:H13
4473,REP.A027_HT29_24H:I13
4474,REP.A027_HT29_24H:J07
4475,REP.A027_HT29_24H:K01
4476,REP.A027_HT29_24H:K13
4477,REP.A027_HT29_24H:L01
4478,REP.A027_HT29_24H:L13
4479,REP.A027_HT29_24H:M01
4480,REP.A027_HT29_24H:M13
4481,REP.A027_HT29_24H:M19
4482,REP.A027_HT29_24H:N07
4483,REP.A027_HT29_24H:O13
4484,REP.A027_HT29_24H:P01
4485,REP.A027_HT29_24H:P19
4486,REP.A027_MCF7_24H:A19
4487,REP.A027_MCF7_24H:C07
4488,REP.A027_MCF7_24H:D07
4489,REP.A027_MCF7_24H:D13
4490,REP.A027_MCF7_24H:E01
4491,REP.A027_MCF7_24H:E19
4492,REP.A027_MCF7_24H:F01
4493,REP.A027_MCF7_24H:F19
4494,REP.A027_MCF7_24H:G07
4495,REP.A027_MCF7_24H:G19
4496,REP.A027_MCF7_24H:H01
4497,REP.A027_MCF7_24H:H07
4498,REP.A027_MCF7_24H:H13
4499,REP.A027_MCF7_24H:I13
4500,REP.A027_MCF7_24H:J07
4501,REP.A027_MCF7_24H:K01
4502,REP.A027_MCF7_24H:K13
4503,REP.A027_MCF7_24H:L01
4504,REP.A027_MCF7_24H:L13
4505,REP.A027_MCF7_24H:M01
4506,REP.A027_MCF7_24H:M13
4507,REP.A027_MCF7_24H:M19
4508,REP.A027_MCF7_24H:N07
4509,REP.A027_MCF7_24H:O13
4510,REP.A027_MCF7_24H:P01
4511,REP.A027_MCF7_24H:P19
4512,REP.A027_MCF7_24H:B13
4513,REP.A027_MCF7_24H:E13
4514,REP.A027_PC3_24H:A19
4515,REP.A027_PC3_24H:B13
4516,REP.A027_PC3_24H:C07
4517,REP.A027_PC3_24H:D07
4518,REP.A027_PC3_24H:D13
4519,REP.A027_PC3_24H:E01
4520,REP.A027_PC3_24H:E13
4521,REP.A027_PC3_24H:E19
4522,REP.A027_PC3_24H:F01
4523,REP.A027_PC3_24H:F19
4524,REP.A027_PC3_24H:G07
4525,REP.A027_PC3_24H:G19
4526,REP.A027_PC3_24H:H01
4527,REP.A027_PC3_24H:H07
4528,REP.A027_PC3_24H:H13
4529,REP.A027_PC3_24H:I13
4530,REP.A027_PC3_24H:J07
4531,REP.A027_PC3_24H:K01
4532,REP.A027_PC3_24H:K13
4533,REP.A027_PC3_24H:L01
4534,REP.A027_PC3_24H:L13
4535,REP.A027_PC3_24H:M01
4536,REP.A027_PC3_24H:M13
4537,REP.A027_PC3_24H:N07
4538,REP.A027_PC3_24H:O13
4539,REP.A027_PC3_24H:P01
4540,REP.A027_PC3_24H:P19
4541,REP.A027_PC3_24H:M19
4542,REP.A027_YAPC_24H:A19
4543,REP.A027_YAPC_24H:B13
4544,REP.A027_YAPC_24H:C07
4545,REP.A027_YAPC_24H:D07
4546,REP.A027_YAPC_24H:D13
4547,REP.A027_YAPC_24H:E01
4548,REP.A027_YAPC_24H:E13
4549,REP.A027_YAPC_24H:E19
4550,REP.A027_YAPC_24H:F01
4551,REP.A027_YAPC_24H:F19
4552,REP.A027_YAPC_24H:G07
4553,REP.A027_YAPC_24H:G19
4554,REP.A027_YAPC_24H:H01
4555,REP.A027_YAPC_24H:H07
